Chevrolet,Small-car,258,NULL,0,NULL,NULL,"2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019"
Chevrolet,"Silverado 1500HD",262,NULL,0,NULL,NULL,NULL
Chevrolet,"Silverado 2500",263,NULL,0,NULL,NULL,NULL
Chevrolet,"Silverado 3500",264,NULL,0,NULL,NULL,NULL
Chevrolet,Suburban,265,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019",0,"2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2020,2020,2020","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2020,2019,2020,2020,2019,2020,2020,2020,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2019,2020,2019,2019,2020,2019,2020,2019,2019,2020,2019,2020,2019,2019,2020,2019,2019,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019"
Chevrolet,"All-new silverado",266,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019",0,NULL,NULL,"2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019"
Chevrolet,Blazer,269,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019",0,"2019,2019,2019,2020,2020,2020","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2019,2019,2020,2019,2020,2019,2020,2019"
Chevrolet,"Silverado hd",270,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020",0,NULL,NULL,"2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020"
Chevrolet,Trax,271,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020",0,"2015,2015,2015,2016,2016,2016,2017,2017,2018,2019,2019,2020,2020","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017","2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020"
Chevrolet,"Bolt EV",278,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019",0,"2017,2017,2017,2017,2018,2018,2018,2018,2019,2019,2020,2020","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019"
Chevrolet,"Express Cargo Van",281,NULL,0,NULL,NULL,NULL
Chevrolet,"Express Passenger",282,NULL,0,"2008,2008,2008,2010,2010,2011,2012,2012,2012,2013,2013,2014,2014,2015,2015,2016","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017",NULL
Chevrolet,"Silverado 1500",286,NULL,0,"2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2011,2012,2012,2013,2013,2014,2014,2014,2014,2015,2015,2016,2016,2016,2016,2017,2018,2018,2019,2019,2019,2020,2020,2020","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017",NULL
Chevrolet,"Silverado 1500 LD",287,NULL,0,"2019,2019","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019",NULL
Chevrolet,"Silverado 2500 Crew Cab",288,NULL,0,NULL,NULL,NULL
Chevrolet,"Silverado 2500HD",289,NULL,0,"2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2020,2020,2020","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017",NULL
Chevrolet,"Silverado 2500HD Built After Aug 14",290,NULL,0,NULL,NULL,NULL
Chevrolet,Camaro,644,"2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019",3,"2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2017,2018,2018,2019,2019,2019,2020,2020","2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2020,2019,2018","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2019,2019,2020,2019,2020,2019,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019"
Chevrolet,"Silverado 3500HD",659,NULL,0,"2011,2013,2013,2014,2015,2015","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017",NULL
Chevrolet,Volt,673,"2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019",0,"2011,2011,2011,2012,2012,2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2019,2019","2020,2020,2020,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017","2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019"
