YEAR,MAKE,MODEL,SECTION,TITLE,DESCRIPTION,IMAGE
2020,Hyundai,Kona,Rear Cross-Traffic Collision Warning (RCCW)*,Blind-Spot Collision Warning (BCW)*,"This system notifies you with a visual alert when its radars detect a vehicle in the driver's blind spot area. If
								you try to change lanes in this situation, an audio warning will sound.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/BCW-desktop.jpg
2020,Hyundai,Kona,Rear Cross-Traffic Collision Warning (RCCW)*,Lane Keeping Assist (LKA)*,"This intelligent system warns you through audio and visual cues if your vehicle drifts out of its driving lane
								without signaling. If necessary, it will gently apply corrective steering assistance to keep you inside the lane.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/LKA-desktop.jpg
2020,Hyundai,Kona,Rear Cross-Traffic Collision Warning (RCCW)*,Smart Cruise Control (SCC)*,"When it detects a vehicle in your lane ahead, it automatically slows your vehicle down while maintaining a safe distance with the vehicle ahead, and can even bring your Kona to a complete stop without driver input.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/SCC-desktop.jpg
2020,Hyundai,Kona,Rear Cross-Traffic Collision Warning (RCCW)*,High Beam Assist (HBA),"This thoughtful system shares your safety with others. It automatically senses oncoming traffic and dims your high
								beam headlights.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/HBA-desktop.jpg
2020,Hyundai,Tucson,Compare 6 Tucson trims,Compare 6 Tucson trims,2.0L GDI 4-cylinderengine,https://www.hyundaiusa.com/images/vehicles/pages/vlp/icon-odometer.svg
2020,Hyundai,Tucson,Exterior tour,Exterior tour,"Available Surround View Monitor gives you expanded vision that sees all around you with 360-degree views from the front, rear, sides and above.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/tucson/main/exterior/features/2020-tucson-vlp-desktop-ext-1.jpg
2020,Hyundai,Tucson,Interior tour,Interior tour,"Safely access mobile apps via voice or touchscreen with Apple CarPlay® or Android Auto™. Plus, available 8-inch navigation has a Rear View Monitor for easy parking.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/tucson/main/interior/features/2020-tucson-vlp-small-desktop-int-1.jpg
2020,Hyundai,Tucson,Forward Collision-Avoidance Assist (FCA)*,"Expansive space, high-end details.","The moment it detects a slowing or stopped vehicle or a pedestrian in your path, it warns you of a potential collision. If you don’t stop in time, the system will automatically apply emergency braking to help avoid or reduce the severity of a collision.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/FCA-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Safe Exit Assist (SEA)*,"This pioneering innovation prevents your passengers from stepping onto the road when its radar detects a vehicle approaching from behind. If necessary, it will override attempts to deactivate the Electronic Child Safety Lock until it's safe for your child to open the door.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/FCA-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Forward Collision-Avoidance Assist with Pedestrian Detection*,"Always on the lookout for potential collisions, this standard feature warns you when approaching a slowing or stopped vehicle or pedestrian, and brakes if necessary, to avoid impact.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/FCA-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Available Blind-Spot Collision Avoidance Assist (BCA)*,Gives you greater awareness of traffic around your vehicle by providing audible and visual alerts if a vehicle is detected in the driver's blind spot.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/BCW-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Lane Keeping Assist (LKA)*,Drift outside your lane without signaling and this available system may apply corrective steering assistance to help keep your vehicle in its lane.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/LKA-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,High Beam Assist (HBA),This thoughtful system shares your safety with others. It automatically senses oncoming traffic and dims your high beam headlights.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/HBA-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Driver Attention Warning (DAW)*,"It acts like a digital co-pilot, analyzing driving patterns using vehicle data such as steering angle, steering torque and vehicle position in the traffic lane as you drive. If the system detects driver fatigue or inattention, it presents an audible tone or visual alert on the instrument panel.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/DAW-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Smart Cruise Control (SCC) with stop/start*,"When it detects a vehicle in your lane ahead, it automatically slows your vehicle down while maintaining a safe distance with the vehicle ahead, and can even bring your Santa Fe to a complete stop without driver input.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/SCC-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Rear Cross-Traffic Collision-Avoidance Assist (RCCA)*,"When you’re going in reverse, it lets you know if its sensors detect a vehicle approaching from the left or right. It will even apply the brakes automatically if needed.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/RCCW-desktop.jpg
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Rear Occupant Alert (ROA)*,"As the engine is turned off, a visual warning in the instrument cluster reminds you to check the rear seats before exiting.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/ROA-desktop.jpg?v=2
2020,Hyundai,Santa Fe,Safe Exit Assist (SEA)*,Ultrasonic Rear Occupant Alert (Ultrasonic ROA)*,"As the engine is turned off, a visual warning in the instrument cluster reminds you to check the rear seats before exiting. Additionally, overhead ultrasonic sensors monitor the backseat area to minimize the risk of a child or pet accidentally being left inside after the vehicle is parked and locked. If sensors detect movement, the horn will honk, lights will flash and your smartphone will receive an alert through Blue Link®.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/UROA-desktop.jpg
2020,Hyundai,Palisade,Compare 3 Palisade trims,Compare 3 Palisade trims,3.8L GDIV6 engine,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/palisade/main/compare/2020-palisade-se-sierra-burgandy.png
2020,Hyundai,Palisade,Style,"Life, big, bold and beautiful.","Is it extravagance? Or necessity? Either way, Palisade's fresh sense of style presents the rare luxury of a different perspective. This is how you celebrate a big, beautiful life.",/images/vehicles/pages/vlp/2020/palisade/main/exterior/360/1280x630/limited/2020-palisade-ltd-white-cream.jpg
2020,Hyundai,Palisade,Technology,Full-on digital. All-out modern.,"The sleek modern digital look is one thing. Simple functionality is everything else.
						Take a look at the smartest tech to travel with, Palisade has it all.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/palisade/main/gallery/tech-01.jpg
2020,Hyundai,Palisade,Technology,Technology,"The look of digital is clean, sleek and modern, with all your information at the ready, brilliantly engineered and beautifully displayed.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/palisade/main/gallery/overlay/tech-01.jpg
2020,Hyundai,Palisade,Versatility,The possibilities are endless.,"You can do it all. Weekend camping. Ski trips. Soccer practice, ballet and shopping. Near or far, weather or not, the well-equipped Palisade is engineered rock-solid to take you there.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/palisade/main/gallery/versatility-01.jpg?v=2
2020,Hyundai,Palisade,Versatility,Versatility,"Confidence comes along on every trip. With available HTRAC All Wheel Drive, Palisade gives you the traction to weather every storm, terrain and all kinds of road conditions.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/palisade/main/gallery/overlay/versatility-01.jpg?v=2
2020,Hyundai,Elantra,Streaming tomorrow8 AM to 12 PM PST.,Hyundai Showroom Live,The closest thing to exploring Elantra in person. Hosted by our specialist who'll do a walkaround while answering your questions.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/hyundai-showroom-live.svg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,High Beam Assist (HBA)*,This thoughtful system shares your safety with others. It automatically senses oncoming traffic and dims your high beam headlights.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/FCA-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Forward Collision-Avoidance Assist (FCA)*,"The moment it detects a slowing or stopped vehicle in your path, it warns you of a potential collision. If you don’t stop in time, the available system will automatically apply emergency braking to help avoid or reduce the severity of a collision. Even better, Pedestrian Detection, a lookout that warns for pedestrians in your path, is also available on Limited with Ultimate Package.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/FCA-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Driver Attention Warning (DAW)*,"It acts like a digital co-pilot, analyzing driving patterns using vehicle data such as steering angle, steering torque and vehicle position in the traffic lane as you drive. If the system detects driver fatigue or inattention, it presents an audible tone or visual alert on the instrument panel.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/DAW-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Lane Keeping Assist (LKA)*,Drift outside your lane without signaling and this available system may apply corrective steering assistance to help keep your vehicle in its lane.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/LKA-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Safe Exit Assist (SEA)*,"When its radar detects a vehicle approaching from behind while you're stopped, it will audibly warn your passengers from getting out and stepping onto the road.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/SEA-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Smart Cruise Control (SCC)*,"When it detects a vehicle in your lane ahead, it automatically slows your vehicle down while maintaining a safe distance with the vehicle ahead, and can even bring your Elantra to a complete stop without driver input.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/SCC-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Blind-Spot Collision Warning (BCW)*,Gives you greater awareness of traffic around your vehicle by providing audible and visual alerts if a vehicle is detected in the driver's blind spot.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/BCW-desktop.jpg
2020,Hyundai,Elantra,High Beam Assist (HBA)*,Rear Cross-Traffic Collision Assist (RCCW)*,Helps you back out of a parking space or driveway by detecting traffic coming from either side of the rear of your vehicle and provides an audible warning.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/RCCW-desktop.jpg
2020,Hyundai,Sonata,Wicked smaht.,Wicked smaht.,Explore this page,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/superbowl/banner.jpg
2020,Hyundai,Sonata,"SONA
						H
						TA","SONA
						H
						TA",38 MPG Hwyi,https://www.hyundaiusa.com/images/vehicles/pages/vlp/auto-hook-icon-white.svg
2020,Hyundai,Sonata,"Remote Smart Parking Assist
						Remote Smaht Pahking Assist","Valet parking without the valet.
						Valet pahking without the valet. Just press the clickah.","Getting in and out of tight spots just got so much easier. Just press a button on your Smart Key and Sonata can drive itself into a parking space, and pull out of one, too.*
						Fuhget about sitting in the cah to pahk it. You can open the daww, get out and let the cah do the work. Just press the clickah and Sonahta pahks itself.*",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/superbowl/banner.jpg
2020,Hyundai,Sonata,"The bolder, the better.
					The boldah, the bettah.","The bolder, the better.
					The boldah, the bettah.","Suddenly the ordinary is extraordinary. Innovation after inspired innovation makes the all-new Sonata the best thing to happen to sedans in forever, astonishing the world with reimagined everything. From sexy sports coupe design cues to tech and safety that bound into the future, Sonata's done it again.
					Don’t even get us stahted. The all-new Sonahta is the best thing to happen to sedans in fuhevah, wicked smaht with reimagined everything. This is no small badadoes. Shaped like a frickin’ sports coupe, this fastback is bringing sexy back and it’s bound to go fah. It’s smaht on safety. It’s smaht on tech. What’s not to love? Sonahta’s done hit it out of the pahk again.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/superbowl/banner.jpg
2020,Hyundai,Sonata,"Walkaround
							 Walkaround","Hyundai Showroom
							Hyundai Showroom","Your complete guided tour inside and out.
							Yuh complete guided tour. See fuh yuhself.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/walkaround/Hyundai-Showroom-Live-Icon.svg
2020,Hyundai,Sonata,"Compare 4 Sonata trims
						Compare 4 Sonata trims","Compare 4 Sonata trims
						Compare 4 Sonata trims",2.5L 4-cylinderengine,https://www.hyundaiusa.com/images/vehicles/pages/vlp/icon-odometer.svg
2020,Hyundai,Sonata,"New energy
						New energy","See the light.
						Game changeah.","When the lights come on, you'll know. Hidden lights integrate with the chrome trim for an inventive design that sets the tone for Sonata's many sweeping enhancements. And the Daytime Running Lights are just the beginning.
						Grab a chowdah from the bah down the hahbah and look for Sonahta's lights to come on. Yuh think you're looking at chrome trim and then booyah! The hidden lights come on and it's a frickin' pahty in the front. And that's just for stahters. The whole design is gonna have people talking—fathuhs, muthas, sistahs, bruthas, everyone from heah to Fenway and back.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/gallery/new-face.jpg
2020,Hyundai,Sonata,"New energy
						New energy","New energy
						New energy","Sonata's new front-end design and stunningly inventive lighting mark the beginning of an exhilarating new design direction for Sonata, starting now.
									Mahk our words. Sonahta's new face and lighting are just the beginning. It's a whole new design direction fuh Sonahta, stahting now.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/gallery/overlay/new-face.jpg
2020,Hyundai,Sonata,"Sport styling
						Sport styling","Longer, lower, wider.
						Longah, lowah, widah.","Near-perfect proportions transform this four-door into a coupe-like wonder, from its seamless hood to its fastback rear design. This reimagined Sonata has turned the page on the predictable styling, for a midsize sedan that is anything but typical.
						Don't just have a pahty, throw a wicked rippah. This cah has proportions to die for it's a coupe-like wondah, from its seamless hood to its fastback rear design. This reimagined Sonahta is a page turnah on styling, fuh real. Truly a work of aht.",/images/vehicles/pages/vlp/2020/sonata/main/exterior/360/1280x630/limited/2020-sonata-limited-quartz-white.jpg
2020,Hyundai,Sonata,"Sport styling
						Sport styling","Sport styling
						Sport styling","Sleek and striking, Sonata roars ahead with a vastly different silhouette anddesign details designed to wow.
									Sleekah, sexiah, Sonahta's got a silhouette to wow. A real gamechangeah.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/gallery/coupe-design.jpg
2020,Hyundai,Sonata,"The inside story
						The insidah's story","Step into the future.
						Step fah into the future.","Surround yourself with the new essentials—thoughtful, innovative features presented in a modern, clean space designed for your comfort, convenience and sophisticated style.
						Load up your friends aftah a game at Tha Gahden and they'll tell yah how this interior is even bettah than mahduhn with its digitul instrument clustah and seats like buttah. Surround yuhself with smaht, get into the Sonahta.",/images/vehicles/pages/vlp/2020/sonata/main/interior/pano/1280x560/limited/2020-sonata-limited-black-leather.jpg
2020,Hyundai,Sonata,"The inside story
						The insidah's story","The inside story
						The insidah's story","An available hi-res 10.25-inch touchscreen is part of the single digital panel that showcases information and entertainment brilliantly and beautifully. And because it's the largest in its class, you won't find a better view than Sonata's.
									An available hi-res 10.25-inch touchscreen is part of the single digital panel that showcases infuhmation and entertainment brilliantly and beautifully. And because it's the largest in its class, you won't find a bettah view than Sonahta's.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/gallery/overlay/touchscreen.jpg
2020,Hyundai,Sonata,"Technology
						Technology","Connected like never before.
						Connected like nevah beforah.","What if your phone could do the same things as your key fob, unlocking your car and starting the engine? What if your car could park itself, and charge your phone wirelessly? It's happening. Tech innovations sure to become instant essentials.
						Now yuh phone can unlock yuh cah and staht the engine. Sonahta can pahk itself, charge yuh phone wirelessly, and even find the best lobstah down the hahbah without you liftin' a fingah. Plus, with all the sensahs and monitahs, you just feel safah. Sonahta's smaht like that.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/gallery/carplay.jpg
2020,Hyundai,Sonata,"Technology
						Technology","Technology
						Technology","In addition to your key fob, you can now use your compatible smartphone to unlock the doors and start the engine. You can also share the Digital Key with another driver's phone.*
									The “key fob” from the future is yuh phone. Just place the compatible Android phone next to the door handle to lock or unlock yuh door. Lend yuh cah to family or friends by texting yuh Digital Key with yuh permission and the app on their compatible Android smahtphone.*",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/sonata/main/gallery/carplay.jpg
2020,Hyundai,Accent,Compare 3 Accent trims,Compare 3 Accent trims,1.6L 4-cylinderengine,https://www.hyundaiusa.com/images/vehicles/pages/vlp/icon-odometer.svg
2020,Hyundai,Accent,Exterior tour,Exterior tour,Available dynamic safety features like Forward Collision-Avoidance Assist are on the lookout for potential collisions.*,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/accent/main/exterior/features/2020-accent-vlp-small-desktop-ext-1.jpg
2020,Hyundai,Accent,Interior tour,Interior tour,"Access audio and entertainment via touchscreen with Accent's available 7-inch display audio. Get to your playlists, apps and entertainment, without losing focus on driving.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/accent/main/interior/features/2020-accent-vlp-small-desktop-int-1.jpg
2020,Hyundai,Elantra GT,ELANTRA GT Video Tour,Featuring N Line,"Performance, versatility and agility—what the iconic GT is known for. But this hatchback continues to set new standards, hooking you up with serious tech, and a great space that flexes as you need it. For the full-on driving experience, check out the N Line, sport-tuned, turbocharged, with more aggressive exterior styling, and an interior packed with premium cues and conveniences. Either way, it's all classic GT.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/elantra-gt/main/walkaround/video-tour-desktop.jpg
2020,Hyundai,Elantra GT,Streaming tomorrow8 AM to 12 PM PST.,Hyundai Showroom Live,The closest thing to exploring Elantra GT in person. Hosted by our specialist who'll do a walkaround while answering your questions.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/hyundai-showroom-live.svg
2020,Hyundai,Elantra GT,Compare 2 Elantra GT Trims,Compare 2 Elantra GT Trims,2.0L GDI 4-cylinderengine,https://www.hyundaiusa.com/images/vehicles/pages/vlp/icon-odometer.svg
2020,Hyundai,Elantra GT,Exterior tour,Exterior tour,"A total blast, down to the finest N Line details. The new multi-link independent rear suspension brings excellent handling while larger front and rear break rotors cut down on noise and vibration.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/elantra-gt/main/exterior/features/2020-elantra-gt-vlp-small-desktop-01.jpg
2020,Hyundai,Elantra GT,Interior tour,Interior tour,"Open Elantra GT's available panoramic sunroof, even just the shade, and your inner world expands exponentially with space and light.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/elantra-gt/main/interior/features/2020-elantra-gt-vlp-small-desktop-03.jpg
2020,Hyundai,Veloster,Every side is its bold side.,Every side is its bold side.,Fun to look at. Fun to drive. The game-changing 2020 Veloster continues to be a unique expression of Hyundai's audacious side.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/walkaround-module/button-close.svg
2020,Hyundai,Veloster,Design,3 doors. 1 of a kind.,"When it comes to its unique exterior, the Veloster pushes theenvelope even further with a sportier, more aggressive design.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x800_01.jpg
2020,Hyundai,Veloster,Technology,Geek out inside.,We ramped up the tech performance with an array ofnext-gen infotainment and connectivity features.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x950_02.jpg
2020,Hyundai,Veloster,Interior,A driver-driven interior.,We completely revamped the interior with acabin that's more driver-focused and modern.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x800_10.jpg
2020,Hyundai,Veloster,Performance,Handle with flair.,"The Veloster doesn't just look different, it feels different – especiallywhen you're ripping it around hairpin turns and tight corners.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x800_08.jpg
2020,Hyundai,Veloster,Forward Collision-Avoidance Assist (FCA)*,Forward Collision-Avoidance Assist (FCA)*,"The moment its camera sensors detect a potential collision directly ahead, the system alerts the driver and automatically activates the brakes.Even better, Pedestrian Detection, a lookout that warns for pedestrians in your path, is also available on Turbo Ultimate.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/DAW-desktop.jpg
2020,Hyundai,Veloster,Forward Collision-Avoidance Assist (FCA)*,Driver Attention Warning (DAW)*,This safety innovation warns you with audio and visual cues if it detects drowsy or other kinds of inattentive driving behavior.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/DAW-desktop.jpg
2020,Hyundai,Veloster,Forward Collision-Avoidance Assist (FCA)*,Blind-Spot Collision Warning (BCW)*,"Your Hyundai notifies you with a visual alert when its radars detect a vehicle in your blind spot area. If you try to change lanes in this situation, an audio warning will sound.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/BCW-desktop.jpg
2020,Hyundai,Veloster,Forward Collision-Avoidance Assist (FCA)*,Lane Keeping Assist (LKA)*,"In case of an unintended lane departure at higher speeds, it warns the driver and—when necessary—guides the car back to a safer position.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/LKA-desktop.jpg
2020,Hyundai,Veloster,Forward Collision-Avoidance Assist (FCA)*,Smart Cruise Control with Stop & Go (SCC)*,"While traveling at a speed set by you, it uses radars to maintain a safe distance from the car ahead. When your Hyundai slows down to 6 mph or less, the cruise control automatically turns off.",https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/SCC-desktop.jpg
2020,Hyundai,Veloster,Forward Collision-Avoidance Assist (FCA)*,Rear Cross-Traffic Collision Warning (RCCW)*,To help make reversing safer—especially when you're backing out of a parking space with limited visibility—the Rear Cross-Traffic Collision Warning lets you know if its sensors detect a vehicle approaching from the left or right.,https://www.hyundaiusa.com/images/new-thinking/smartsense/feature/RCCW-desktop.jpg
2020,Hyundai,Veloster,The results say it all.,Awards & Accolades,"Awards and accolades show how we make driving safer, more convenient and ultimately more rewarding.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/awards/veloster-award-desktop.jpg
2020,Hyundai,Veloster,VELOSTER N,VELOSTER N,Born in our global R&D facility in Namyang. Tested on Nürburgring.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/hero/exterior/base/2020-veloster-base-thunder-gray.jpg
2020,Hyundai,Veloster N,Every side is its bold side.,Every side is its bold side.,Fun to look at. Fun to drive. The game-changing 2020 Veloster continues to be a unique expression of Hyundai's audacious side.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/walkaround-module/button-close.svg
2020,Hyundai,Veloster N,Design,3 doors. 1 of a kind.,"When it comes to its unique exterior, the Veloster pushes theenvelope even further with a sportier, more aggressive design.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x800_01.jpg
2020,Hyundai,Veloster N,Technology,Geek out inside.,We ramped up the tech performance with an array ofnext-gen infotainment and connectivity features.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x950_02.jpg
2020,Hyundai,Veloster N,Interior,A driver-driven interior.,We completely revamped the interior with acabin that's more driver-focused and modern.,https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x800_10.jpg
2020,Hyundai,Veloster N,Performance,Handle with flair.,"The Veloster doesn't just look different, it feels different – especiallywhen you're ripping it around hairpin turns and tight corners.",https://www.hyundaiusa.com/images/vehicles/pages/vlp/2020/veloster/main/features/2020_veloster_vlp_800x800_08.jpg
