YEAR,MAKE,MODEL,SECTION,TITLE,DESCRIPTION,IMAGE
2020,Ford,EcoSport,Capability,California Residents,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Capability,1.0L EcoBoost,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Capability,1.0L EcoBoost,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Capability,Engine 2.0,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Capability,Engine 2.0,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Style,Always a Bright Spot,"A vehicle that makes you want to get in and go. The 2020 EcoSport brings elegance and comfort to you and your passengers with available interior amenities like leather-trimmed seats. Its stylish exterior takes it one step further, elevating every journey with striking details to make your presence known.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000010_TNM.tif?croppathe=1_16x7&wid=1440
2020,Ford,EcoSport,Style,Crafted for You,"The 2020 EcoSport was designed with you in mind, bringing you capable features that not only look great but also enhance your experience. Available features like a power moonroof, ambient lighting and an 8-inch LCD touchscreen help turn a daily commute into a blissful getaway.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_fna_b515mca_5dr_titanium_location5_ruby_red.tif?croppathe=1_16x9&wid=1440
2020,Ford,EcoSport,Style,SES Black Appearance Package,"The SES Black Appearance Package is available when you choose the 2020 EcoSport in Lightning Blue, Moondust Silver or Diamond White. The package comes with a sleek black-painted roof, a stylish Ebony interior, unique hood decal and new to this year, a black-painted spoiler.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/20_FRD_ECO_324_bb_C4a_40599_219.jpg/_jcr_content/renditions/cq5dam.web.1440.1440.jpeg
2020,Ford,EcoSport,Style,Style that Swings,"The unique rear swing gate with hideaway latch adds a dash of fun, up-for-anything style.","https://www.ford.comdata:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAHCAYAAAABIM1CAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABpJREFUeNpi/P//PwMlgImBQjBqABUMAAgwAFg0Awscjv2CAAAAAElFTkSuQmCC"
2020,Ford,EcoSport,Style,Light Up the Night,"EcoSport SE, SES and Titanium trim levels include LED signature lighting and halogen projector headlamps that are both attractive and functional.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000043_TNM.tif?croppathe=1_3x1&wid=1440
2020,Ford,EcoSport,Style,Zip Code,"Now you can view exclusive price savings on our Build & Price shopping tool.

Note: A/Z Plan pricing information is not available on all Ford websites. In addition, some vehicles, trims or options you select may not qualify for A/Z Plans. Also, some dealers may choose not to participate in A/Z Plan pricing. Contact your local dealer to determine their level of participation in the program and final vehicle pricing.

What happens if I close this site before I'm finished?

If you close your window or tab, you must re-access the site through the A/Z Plan Pricing website to ensure that all eligible plan pricing is visible. If you need additional information concerning the A/Z Plans, please refer back to your A/Z Plan Pricing website for complete details.

A/X/Z Plan pricing, including A/X/Z Plan option pricing, is exclusively for eligible Ford Motor Company employees, friends and family members of eligible employees, and Ford Motor Company eligible partners. Restrictions apply. See your Ford or Lincoln Dealer for complete details and qualifications. Ford Motor Company reserves the right to modify the terms of this plan at any time.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Style,California Residents,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Technology,Tech that Works with You,"EcoSport puts convenience at your fingertips. Smart technology like available SYNC®
 3 with Apple CarPlay™
 and Android Auto™
 compatibility, an available 8-inch color LCD touchscreen and standard FordPass Connect™
 with an in-vehicle 4G LTE Wi-Fi hotspot makes it easy for you to stay connected on the road.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_C8813118_ECOS_IntWomanUsingSYNC3Screen_mj.tif?croppathe=1_16x7&wid=1440
2020,Ford,EcoSport,Technology,"BLIS®
 With Cross-Traffic Alert","With BLIS®

, you won't have to bother your passenger with ""Can I get over?"" This feature can help detect and alert you to vehicles in your blind spot, while Cross-Traffic Alert can detect traffic behind your vehicle when you're slowly backing out of a parking spot or driveway.10",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000005_TNM_EB_badge.tif?croppathe=1_3x1&wid=1440
2020,Ford,EcoSport,Technology,Smart Technology,"Connect, navigate and discover with smart technology. Ford puts you quickly and easily in touch with your world through smartphone apps, an in-vehicle touchscreen and voice-activated technology.27",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_C8810018_ECOS_SES_IntFullIPStrngWhlSYNCScn_mn.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,SYNC® 3,"Available SYNC® 3 is our easy-to-use, responsive voice-activated technology. Experience the capacitive touchscreen with impressive responsiveness. Locate your favorite restaurants with simple destination entry via the available navigation. You'll also find a sleek user-friendly interface to help you connect to and control your smartphone.27 SYNC 3 also brings the power of Apple CarPlay™160 and Android Auto™ compatibility to your Ford.161",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_C8810018_ECOS_SES_IntFullIPStrngWhlSYNCScn_mn.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,Ford+Alexa,"Ford+Alexa brings the amazing capabilities of Amazon Alexa from your home to the road. By using the Ford+Alexa app and connecting via available SYNC® 3 AppLink,® you'll have access to voice navigation, traffic information and Amazon Prime shopping and can even control your supported smart-home devices. Stay connected from just about anywhere. *",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_int_frame_3_fna_v01.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,Ford and Waze,"Using available Waze inside your Ford vehicle is now easier because the much-loved, crowd-sourced navigation and traffic app is compatible with available SYNC® 3 AppLink.® You can collaborate with other users, outsmarting traffic by sharing information to get the best routes, and receive real-time alerts about accidents, road hazards and traffic jams. * Moving Waze from your phone to the vehicle's touchscreen allows you to conveniently access the app's features on a larger display. You can also operate Waze with voice commands for hands-free control, helping to keep your eyes on the road. Available via iPhone® and on Android Auto.™",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_40422_WAZE.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,Apple CarPlay™ and Android Auto™ Compatibility,"SYNC® 3 brings the power of Apple CarPlay and Android Auto to your Ford. * Use Siri® to interact with your iPhone® or Google™ to interact with your Android while keeping your eyes on the road and hands on the wheel.27 Apple CarPlay gives you access to Apple Music and Maps and lets you make phone calls, send messages and more. With Android Auto, you can interact with your Google Maps to receive voice-guided navigation, live traffic information and estimated travel time. You can also connect to Google Now and Google Music.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000011_TNM.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,SiriusXM® Satellite Radio,"The 2020 EcoSport equipped with satellite radio comes with a 6-month all-access audio trial that offers 150+ channels, including commercial-free music, plus available sports, news, comedy and entertainment.34 You can also stay in the know while on the go with a 5-year subscription to SiriusXM Traffic and Travel Link® services on new vehicles equipped with the optional Navigation System. Get detailed traffic and weather information, including ski conditions, fuel prices, sports scores and much more.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECOS_SiriusXMRadiologo.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,FordPass Connect™,"With standard FordPass Connect,™
 drivers and passengers can enjoy an in-vehicle 4G LTE Wi-Fi hotspot powered by AT&T. Up to 10 devices can connect at once, and you can use FordPass™
 to keep track of your Wi-Fi data usage. Also, you can access the hotspot from up to 50 feet outside the vehicle. *",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000036_TNM.tif?croppathe=1_16x9&wid=1440
2020,Ford,EcoSport,Technology,Key by Amazon In-Car Delivery,"Ford is making your life easier in collaboration with Amazon, offering In-Car Delivery with Key by Amazon for Prime members. * Now it's easy to receive Amazon packages delivered right to your vehicle whether you're at home, at work or on a vacation.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_47780.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,MyKey®,"Ford MyKey®
 technology helps parents encourage teenagers to drive more responsibly. Program your key to a restricted driving setting that promotes good habits, such as mandating safety belt use, limiting top speed and decreasing audio volume.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_40487_My_Key_TNM.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Technology,Zip Code,"Now you can view exclusive price savings on our Build & Price shopping tool.

Note: A/Z Plan pricing information is not available on all Ford websites. In addition, some vehicles, trims or options you select may not qualify for A/Z Plans. Also, some dealers may choose not to participate in A/Z Plan pricing. Contact your local dealer to determine their level of participation in the program and final vehicle pricing.

What happens if I close this site before I'm finished?

If you close your window or tab, you must re-access the site through the A/Z Plan Pricing website to ensure that all eligible plan pricing is visible. If you need additional information concerning the A/Z Plans, please refer back to your A/Z Plan Pricing website for complete details.

A/X/Z Plan pricing, including A/X/Z Plan option pricing, is exclusively for eligible Ford Motor Company employees, friends and family members of eligible employees, and Ford Motor Company eligible partners. Restrictions apply. See your Ford or Lincoln Dealer for complete details and qualifications. Ford Motor Company reserves the right to modify the terms of this plan at any time.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Technology,California Residents,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Amenities,Treat Yourself,"Comfort comes standard in the 2020 Ford EcoSport. You'll settle into a cabin that's been thoughtfully designed to help ensure convenience, connectedness and enjoyment. Available amenities like a heated steering wheel and leather-trimmed seating add to the experience and help make your ride feel like home.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000013_TNM.tif?croppathe=1_16x7&wid=1440
2020,Ford,EcoSport,Amenities,Harmonize Your Ride,"Standard on the EcoSport Titanium, the B&O Sound System by Bang & Olufsen reimagines more than 90 years of audio heritage, with natural materials, distinctive design and high- quality sound for seamlessly integrated experiences. In fact, the 10-speaker system was designed specifically for the EcoSport.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/20_FRD_C8813718_ECOS_IntPassProfile2Women_mn_C9665119_ECOS_BandOCircle_mn_219.jpg/_jcr_content/renditions/cq5dam.web.1440.1440.jpeg
2020,Ford,EcoSport,Amenities,Comfortable Seating for Everyone,"Not only will your second-row passengers sit comfortably with the leg, head and hip room in the EcoSport SES, but they'll also enjoy it on ActiveX seating with cloth inserts. In the EcoSport Titanium, you'll find perforated, leather-trimmed seating surfaces.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000038_SES.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Amenities,ActiveX Seating Material,"The sporty EcoSport SES interior is designed to get you in the mood for some serious fun. The unique Ano Gray accents, interior highlights and sporty seats with ActiveX seating material signal your intention to take life by the wheel. ActiveX is a high-end synthetic seating material that is designed to fit perfectly into your active lifestyle, with its durability, stain resistance and ability to maintain a premium look and feel.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_INTEG_ECOSPORT_2018_300A_89E_A03.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Amenities,That Cozy Feeling,"Heated leather-trimmed seating offers warmth on cold days. Standard on the EcoSport SES and Titanium. Standard on EcoSport SE and above, the leather-wrapped steering wheel helps make sure your hands are just as snug as you are.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_INTEG_ECOSPORT_2018_400A_89E_A01.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Amenities,Keep Your Devices Humming,"You won't have to barter for the charger anymore. EcoSport offers two fast-charging USB ports, a 12-volt outlet on the console and a 12-volt outlet in the rear with the option of a 110- volt outlet as well.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/20_FRD_ECO_000051_TNM_20_FRD_ECO_000050_TNM_219.jpg/_jcr_content/renditions/cq5dam.web.1440.1440.jpeg
2020,Ford,EcoSport,Amenities,SE Convenience Package,"This package helps make sure convenience is always within reach. For added confidence on the road, this package offers BLIS®
 with Cross-Traffic Alert.10
 Also available with this package, Sync®

 3 with Navigation System helps you stay on course and can even point you to the nearest gas stations or coffee shops.27
 It's not all business, though; this package also gives you seven energetic speakers, a 110V power outlet and ambient lighting for when you want to surround yourself in a blissful environment.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/dm/20_FRD_ECO_000002_SE.tif?croppathe=1_21x9&wid=1440
2020,Ford,EcoSport,Amenities,Zip Code,"Now you can view exclusive price savings on our Build & Price shopping tool.

Note: A/Z Plan pricing information is not available on all Ford websites. In addition, some vehicles, trims or options you select may not qualify for A/Z Plans. Also, some dealers may choose not to participate in A/Z Plan pricing. Contact your local dealer to determine their level of participation in the program and final vehicle pricing.

What happens if I close this site before I'm finished?

If you close your window or tab, you must re-access the site through the A/Z Plan Pricing website to ensure that all eligible plan pricing is visible. If you need additional information concerning the A/Z Plans, please refer back to your A/Z Plan Pricing website for complete details.

A/X/Z Plan pricing, including A/X/Z Plan option pricing, is exclusively for eligible Ford Motor Company employees, friends and family members of eligible employees, and Ford Motor Company eligible partners. Restrictions apply. See your Ford or Lincoln Dealer for complete details and qualifications. Ford Motor Company reserves the right to modify the terms of this plan at any time.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,EcoSport,Amenities,California Residents,"Exercise your rights under the California Consumer Privacy Act here
.",https://www.ford.com/cmslibs/content/dam/vdm_ford/live/en_us/ford/nameplate/ecosport/2020/collections/3-2/2020_eco_tnm_rbrd_nav_280x121.png/_jcr_content/renditions/cq5dam.web.1280.1280.png
2020,Ford,Escape,Technology,Confidence on the Road to Adventure,"The Ford Escape for 2020 offers a wide range of available technologies to help keep you aware of your surroundings and ever-changing traffic conditions.10
 From the driveway to the highway, the standard Ford Co-Pilot360™
 has you covered. Ford Co-Pilot360™
 is an advanced suite of standard driver-assist technologies to help keep you connected and confident as you hit the road as part of your diverse, adventurous and active lifestyle.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,"Ford Co-Pilot360™
 Technology","Ford Co-Pilot360™
 is an advanced suite of standard driver-assist technologies that includes BLIS®

 with Cross Traffic Alert, Pre-Collision Assist with Automatic Emergency Braking, Auto High-Beam Headlamps, Lane-Keeping System and Rear View Camera. Ford Escape also makes additional technology available that is designed to help keep you in command, from the driveway to the highway.10",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Pre-Collision Assist with Automatic Emergency Braking,"If the system’s sensors detect a potential collision with a car or pedestrian in front of you, a warning flashes and an audible alert sounds.* Also, the brakes will precharge and increase brake-assist sensitivity to provide full responsiveness when you do brake. If you do not take corrective action and a collision is imminent, the brakes can automatically apply.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Pre-Collision Assist with Automatic Emergency Braking,"If the system’s sensors detect a potential collision with a car or pedestrian in front of you, a warning flashes and an audible alert sounds.* Also, the brakes will precharge and increase brake-assist sensitivity to provide full responsiveness when you do brake. If you do not take corrective action and a collision is imminent, the brakes can automatically apply.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,"BLIS®
 with Cross-Traffic Alert","This feature helps increase your awareness where you need it most. BLIS (Blind Spot Information System) with Cross-Traffic Alert uses radar to identify if a vehicle is detected in your blind spot and alerts you with an indicator light in the appropriate exterior mirror. Cross-Traffic Alert also uses radar to watch for traffic behind you as you’re slowly backing out of a parking spot or driveway. If cross-traffic sensors detect a vehicle approaching, you will be audibly and visually alerted.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,"BLIS®
 with Cross-Traffic Alert","This feature helps increase your awareness where you need it most. BLIS (Blind Spot Information System) with Cross-Traffic Alert uses radar to identify if a vehicle is detected in your blind spot and alerts you with an indicator light in the appropriate exterior mirror. Cross-Traffic Alert also uses radar to watch for traffic behind you as you’re slowly backing out of a parking spot or driveway. If cross-traffic sensors detect a vehicle approaching, you will be audibly and visually alerted.",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Available Active Park Assist 2.0,"Parking made easy — even in tight parallel or reverse perpendicular spots. When engaged, it can help locate a potential spot. Then all you have to do is brake to a complete stop, shift into Neutral and hold down the Active Park Assist button — your vehicle does the rest.10",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Available Active Park Assist 2.0,"Parking made easy — even in tight parallel or reverse perpendicular spots. When engaged, it can help locate a potential spot. Then all you have to do is brake to a complete stop, shift into Neutral and hold down the Active Park Assist button — your vehicle does the rest.10",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Adaptive Cruise Control with Stop-and-Go,"This available feature slows down your vehicle if the traffic ahead has stopped or slowed. Available Adaptive Cruise Control with Stop-and-Go technology can bring your vehicle to a complete stop in stopped traffic and resume as traffic begins to move.10
*",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Adaptive Cruise Control with Stop-and-Go,"This available feature slows down your vehicle if the traffic ahead has stopped or slowed. Available Adaptive Cruise Control with Stop-and-Go technology can bring your vehicle to a complete stop in stopped traffic and resume as traffic begins to move.10
*",https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
2020,Ford,Escape,Technology,Rear View Camera,The Rear View Camera provides a great view of what’s behind your vehicle. Just make sure to keep the camera lens free of debris (like snow or dust) and you can navigate your vehicle in Reverse with confidence.10,https://www.ford.com//ford-h.assetsadobe.com/is/image/content/dam/vdm_ford/live/en_us/ford/nameplate/escape/2020/collections/dm/20_FRD_ESP_46626.tif?croppathe=1_21x9&wid=1440
